Id,SalePrice
1461,131000.59105762826
1462,163140.02877219688
1463,180982.2121065506
1464,189479.5697350442
1465,189408.65926746526
1466,179967.37586489617
1467,174536.82397283276
1468,167265.667175387
1469,182887.53040882276
1470,125331.90145902567
1471,200252.05476188252
1472,95834.68620676655
1473,96746.53139178589
1474,157185.22325144155
1475,139065.89099603036
1476,374388.25564273575
1477,260670.01161585836
1478,292592.94479240937
1479,281417.91172185476
1480,509451.78231003473
1481,294739.1666047503
1482,209467.3023961522
1483,175794.18145820353
1484,174664.41686874756
1485,191311.1939825209
1486,199166.06649936514
1487,301474.1586062541
1488,236785.1566172566
1489,211001.47577527742
1490,215969.44096205014
1491,206403.99710171603
1492,98438.94258446246
1493,182070.6390782224
1494,294520.105621761
1495,279860.64076041995
1496,239942.0723662739
1497,189796.92125869932
1498,166346.37156735343
1499,167277.51168797223
1500,152410.75686410046
1501,169825.82026532132
1502,165237.45142354857
1503,310364.4137289488
1504,241601.55032899254
1505,215891.74826524017
1506,181853.97539736124
1507,245182.8243198516
1508,210569.2385206897
1509,160809.52320983363
1510,150655.0408251467
1511,140170.78998717855
1512,164144.35211393883
1513,140309.67706879287
1514,151239.42653082169
1515,183276.28228647044
1516,156652.00970564195
1517,166759.16388265943
1518,134537.95573188763
1519,226439.41785145935
1520,134193.65512357064
1521,136135.73689488147
1522,165907.2514961618
1523,108093.9749428931
1524,127759.01100023887
1525,125752.45248941713
1526,119348.91901021807
1527,111817.73800481597
1528,132777.81898996513
1529,140432.1941040862
1530,170589.85057745883
1531,107807.72555598429
1532,104419.43966632427
1533,135127.72379704734
1534,115733.73298176311
1535,147409.35329797218
1536,109586.52116647878
1537,84961.17943150518
1538,171082.2879827397
1539,230560.32788768594
1540,91284.4468140902
1541,138233.0461769047
1542,131727.7583351666
1543,204203.08722194904
1544,90416.35065221679
1545,101427.32763403282
1546,136492.7555613147
1547,137095.97405265295
1548,129776.39264785769
1549,114005.34527020722
1550,134398.8765198546
1551,112716.01545897544
1552,125954.75577894803
1553,142226.21842238941
1554,108765.8929064899
1555,170990.91739507578
1556,97491.351110744
1557,105889.58942011268
1558,97417.50265467292
1559,96066.159535947
1560,153016.78314412592
1561,118659.606595207
1562,132092.22634552073
1563,122326.45891373373
1564,154732.72505989944
1565,147488.30969237967
1566,254176.1254229479
1567,83856.45378847927
1568,240815.4078216017
1569,126243.33788313925
1570,157850.56172763873
1571,123099.39848361714
1572,144778.72982519906
1573,249929.36606081494
1574,118798.97636103882
1575,243219.75140271013
1576,228715.72577794275
1577,196949.18023521343
1578,153521.14890192638
1579,143877.39102857647
1580,195243.06934531045
1581,148701.08812688157
1582,126398.68308503948
1583,309088.3166795886
1584,236716.8802241742
1585,140717.451488181
1586,71999.65546150287
1587,102268.83210028385
1588,145440.569817536
1589,91215.61196518136
1590,138168.26231728008
1591,93584.61310649269
1592,121290.0496014256
1593,132646.29267109706
1594,159619.1281999012
1595,127168.24955135315
1596,210729.04276910858
1597,167868.96286653393
1598,218716.62702261005
1599,201783.41549857004
1600,184370.90025274944
1601,75719.1186113579
1602,118553.69170298374
1603,93138.34554551146
1604,266048.44941083074
1605,254556.0195631213
1606,171866.24186448392
1607,183570.1530798784
1608,215454.56298987046
1609,196411.70602562398
1610,151376.69592492416
1611,143550.4937506129
1612,166079.99665369853
1613,164259.5979734443
1614,124377.3632674109
1615,88034.55469648057
1616,71528.43937913966
1617,94506.25823795341
1618,128424.61997859665
1619,145371.48926156232
1620,177959.04314241893
1621,128531.1042561966
1622,140448.53604270626
1623,293890.4508487912
1624,196510.72843449577
1625,137055.54176002508
1626,169284.44879636375
1627,184511.98089776275
1628,275281.90584414714
1629,180577.88256510612
1630,353238.8361292118
1631,212956.86569520322
1632,231628.36708055082
1633,175442.9905469639
1634,183196.292424244
1635,181475.5476849885
1636,158575.5276112974
1637,185385.6717172522
1638,205169.8128845408
1639,184655.00542237988
1640,281199.05884262646
1641,184942.90261998444
1642,225060.1330642695
1643,220430.69091265622
1644,232988.92147873563
1645,182538.43101290052
1646,166612.95606919107
1647,172068.22589579853
1648,128121.01411449
1649,139092.71328365628
1650,111844.22969423335
1651,120667.45609181916
1652,98022.54254042465
1653,97264.93003807194
1654,156026.50395402926
1655,154757.53486247957
1656,149764.79443088226
1657,155103.845323491
1658,153119.61891049801
1659,144361.69010066203
1660,160296.47466833
1661,489769.2988136911
1662,390464.49876339815
1663,385989.95321947313
1664,471365.2613783502
1665,328367.87735237734
1666,373910.1026604098
1667,378432.6266772546
1668,348072.6299127486
1669,295823.9506844146
1670,357807.806614892
1671,269261.09764067666
1672,486000.8683023668
1673,325819.3467169405
1674,253908.0682647551
1675,183282.67429823964
1676,185235.76093746693
1677,213506.13147569334
1678,461789.86456181534
1679,419092.3348595075
1680,339513.2546492452
1681,272431.97364464524
1682,318247.35882929194
1683,176546.2383770992
1684,184154.7929916978
1685,177293.66611487317
1686,172727.013038886
1687,178750.42974253025
1688,189285.3939585665
1689,197699.74520991216
1690,192169.90452805534
1691,184678.74544523234
1692,259510.84828475743
1693,177918.4420514125
1694,178358.2369681644
1695,169528.56905117995
1696,257293.1338399617
1697,173290.007914473
1698,354805.33098152076
1699,311249.3235278917
1700,245899.86963990197
1701,265409.3305966491
1702,250523.1704788002
1703,245080.93181487836
1704,301958.52297694003
1705,229332.48395695796
1706,394995.44878620363
1707,225182.72766993745
1708,206549.74392796878
1709,283361.6181278733
1710,236063.52916481503
1711,261646.02997106258
1712,261691.90285915218
1713,266283.65867176995
1714,213243.2396202489
1715,210168.50550459506
1716,188076.26051749612
1717,180799.98960949644
1718,134807.62195878473
1719,217904.10644044564
1720,247566.99152155852
1721,180215.36706416737
1722,131403.8415670858
1723,155596.0380410713
1724,214235.4859053682
1725,249759.93139758825
1726,188588.15285572378
1727,159134.49402658522
1728,187608.783316204
1729,174301.02686721322
1730,175541.49213293227
1731,116009.06353613362
1732,121006.19932063599
1733,125200.87221337619
1734,123736.3658279707
1735,135212.4857238754
1736,115872.61771543352
1737,367843.6034861301
1738,227206.3659953924
1739,283407.07575172145
1740,222910.5176463207
1741,196757.99646631794
1742,166851.2439708391
1743,176491.2124765252
1744,332257.69616808364
1745,217429.86146719495
1746,203248.18011780747
1747,232023.12569737798
1748,244674.21720597363
1749,153740.24395333335
1750,126243.12037851082
1751,247173.8433448424
1752,123219.94739303514
1753,138406.16954425504
1754,187468.07976435893
1755,173552.2902920685
1756,119692.42005068251
1757,123528.86506587308
1758,144459.80183976545
1759,165748.37410978947
1760,160980.42316935
1761,141525.86529059155
